"GINSHOP
","Gin""shop`",,,,
"GIP
",Gip,v.,,,
"GIP
",Gip,,,,
"GIPOUN
","Gi*poun""",n.,,,
"GIPSER; GIPSIRE
","Gip""ser",n.,,,
"GIPSY
","Gip""sy",n.,,,
"GIPSYISM
","Gip""sy*ism",,,,
"GIRAFFE
","Gi*raffe""",n.,,,
"GIRANDOLE
","Gir""an*dole",n.,,,
"GIRASOLE; GIRASOL
",,n.,,,
"GIRD
",Gird,n.,,,
"GIRD
",Gird,v.,,,
"GIRD
",Gird,v.,,,
"GIRD
",Gird,v.,,,
"GIRDER
","Gird""er",n.,,,
"GIRDER
","Gird""er",n.,,,
"GIRDING
","Gird""ing",,,,
"GIRDLE
","Gir""dle",,,,
"GIRDLE
","Gir""dle",n.,,,
"GIRDLE
","Gir""dle",v.,,,
"GIRDLER
","Gir""dler",,,,
"GIRDLESTEAD
","Gir""dle*stead",n.,,,
"GIRE
",Gire,n.,,,
"GIRKIN
","Gir""kin",n.,,,
"GIRL
",Girl,n.,,,
"GIRLHOOD
","Girl""hood",,,,
"GIRLISH
","Girl""ish",,,,
"GIRLOND
","Gir""lond",n.,,,
"GIRN
",Girn,v.,,,
"GIRONDIST
","Gi*ron""dist",n.,,,
"GIRONDIST
","Gi*ron""dist",,,,
"GIRROCK
","Gir""rock",n.,,,
"GIRT
",Girt,,,,
"GIRT
",Girt,v.,,,
"GIRT
",Girt,a.,,,
"GIRT
",Girt,,,,
"GIRTH
",Girth,n.,,,
"GIRTH
",Girth,v.,,,
"GIRTLINE
","Girt""line`",n.,,,
"GISARM
","Gis*arm""",n.,,,
"GISE
",Gise,v.,,,
"GISE
",Gise,,,,
"GISLE
","Gis""le",n.,,,
"GISMONDINE; GISMONDITE
","Gis*mon""dine",n.,,,
"GIST
",Gist,n.,,,
"GIT
",Git,n.,,,
"GITANA; GITANO
","Gi*ta""na",n.,,,
"GITE
",Gite,,,,
"GITH
",Gith,n.,,,
"GITTERN
","Git""tern",n.,,,
"GITTERN
","Git""tern",v.,,,
"GITTITH
","Git""tith",n.,,,
"GIUST
",Giust,n.,,,
"GIUST
",,n.,,,
"GIUSTO
","Gius""to",a.,,,
"GIVE
",Give,v.,,,
"GIVE
",Give,v.,,,
"GIVEN
","Giv""en",,,,
"GIVER
","Giv""er",,,,
"GIVES
",Gives,n.,,,
"GIVING
","Giv""ing",,,,
"GIZZARD
","Giz""zard",n.,,,
"GLABELLA
","Gla*bel""la",,,,
"GLABELLUM
","Gla*bel""lum",,,,
"GLABRATE
","Gla""brate",a.,,,
"GLABREATE; GLABRIATE
","Gla""bre*ate",v.,,,
"GLABRITY
","Glab""ri*ty",n.,,,
"GLABROUS
","Gla""brous",a.,,,
"GLACE
","Gla`cé""",a.,,,
"GLACIAL
","Gla""cial",a.,,,
"GLACIALIST
","Gla""cial*ist",,,,
"GLACIATE
","Gla""ci*ate",v.,,,
"GLACIATE
","Gla""ci*ate",v.,,,
"GLACIATION
","Gla`ci*a""tion",,,,
"GLACIER
","Gla""cier",n.,,,
"GLACIOUS
","Gla""cious",,,,
"GLACIS
","Gla""cis",n.,,,
"GLAD
",Glad,a.,,,
"GLAD
",Glad,v.,,,
"GLAD
",Glad,v.,,,
"GLADDEN
","Glad""den",v.,,,
"GLADDEN
","Glad""den",v.,,,
"GLADDER
","Glad""der",,,,
"GLADE
",Glade,n.,,,
"GLADEN
","Gla""den",n.,,,
"GLADEYE
","Glad""eye`",n.,,,
"GLADFUL
","Glad""ful",,,,
"GLADIATE
","Glad""i*ate",a.,,,
"GLADIATOR
","Glad""i*a`tor",n.,,,
"GLADIATORIAL; GLADIATORIAN
","Glad`i*a*to""ri*al",,,,
"GLADIATORISM
","Glad""i*a`tor*ism",,,,
"GLADIATORSHIP
","Glad""i*a`tor*ship",,,,
"GLADIATORY
","Glad""i*a*to*ry",a.,,,
"GLADIATURE
","Glad""i*a*ture",n.,,,
"GLADIOLE
","Glad""i*ole",n.,,,
"GLADIOLUS
","Gla*di""o*lus",,,,
"GLADIUS
","Gla""di*us",,,,
"GLADLY
","Glad""ly",adv.,,,
"GLADNESS
","Glad""ness",n.,,,
"GLADSHIP
","Glad""ship",n.,,,
"GLADSOME
","Glad""some",,,,
"GLADSTONE
","Glad""stone",n.,,,
"GLADWYN
","Glad""wyn",n.,,,
"GLAIR
",Glair,n.,,,
"GLAIR
",Glair,v.,,,
"GLAIRE
",Glaire,,,,
"GLAIREOUS
","Glair""e*ous",,,,
"GLAIRIN
","Glair""in",,,,
"GLAIRY
","Glair""y",,,,
"GLAIVE
",Glaive,n.,,,
"GLAMA
","Gla""ma",n.,,,
"GLAMOUR
","Gla""mour",n.,,,
"GLAMOURIE
","Glam""ou*rie",,,,
"GLANCE
",Glance,n.,,,
"GLANCE
",Glance,v.,,,
"GLANCE
",Glance,v.,,,
"GLANCING
","Glan""cing",,,,
"GLANCINGLY
","Glan""cing*ly",,,,
"GLAND
",Gland,n.,,,
"GLANDAGE
","Glan""dage",n.,,,
"GLANDERED
","Glan""dered",,,,
"GLANDEROUS
","Glan""der*ous",,,,
"GLANDERS
","Glan""ders",n.,,,
"GLANDIFEROUS
","Glan*dif""er*ous",a.,,,
"GLANDIFORM
","Gland""i*form",a.,,,
"GLANDULAR
","Glan""du*lar",a.,,,
"GLANDULATION
","Glan`du*la""tion",n.,,,
"GLANDULE
","Glan""dule",n.,,,
"GLANDULIFEROUS
","Glan`du*lif""er*ous",a.,,,
"GLANDULOSE
","Glan""du*lose`",,,,
"GLANDULOSITY
","Glan`du*los""i*ty",,,,
"GLANDULOUS
","Glan""du*lous",a.,,,
"GLANS
",,,,,
"GLARE
",,v.,,,
"GLARE
",Glare,v.,,,
"GLARE
",Glare,,,,
"GLARE
",Glare,a.,,,
"GLAREOUS
","Glar""e*ous",a.,,,
"GLARINESS; GLARINGNESS
","Glar""i*ness",,,,
"GLARING
","Glar""ing",,,,
"GLARY
","Glar""y",,,,
"GLASS
",Glass,n.,,,
"GLASS
",Glass,v.,,,
"GLASS-CRAB
","Glass""-crab`",n.,,,
"GLASSEN
","Glass""en",,,,
"GLASSEYE
","Glass""eye`",,,,
"GLASS-FACED
","Glass""-faced`",,,,
"GLASSFUL
","Glass""ful",,,,
"GLASSFUL
","Glass""ful",,,,
"GLASS-GAZING
","Glass""-gaz`ing",,,,
"GLASSHOUSE
","Glass""house`",,,,
"GLASSILY
","Glass""i*ly",,,,
"GLASSINESS
","Glass""i*ness",,,,
"GLASSITE
","Glass""ite",,,,
"GLASS MAKER; GLASSMAKER
",,,,,
"GLASS-ROPE
","Glass""-rope`",n.,,,
"GLASS-SNAIL
","Glass""-snail`",n.,,,
"GLASS-SNAKE
","Glass""-snake`",n.,,,
"GLASS-SPONGE
","Glass""-sponge`",n.,,,
"GLASSWARE
","Glass""ware",,,,
"GLASSWORK
","Glass""work`",,,,
"GLASSWORT
","Glass""wort`",n.,,,
"GLASSY
","Glass""y",,,,
"GLASTONBURY THORN
",,,,,
"GLASYNGE
","Glas""ynge",,,,
"GLAUBERITE
","Glau""ber*ite",n.,,,
"GLAUBER'S SALT; GLAUBER'S SALTS
",,,,,
"GLAUCESCENT
","Glau*ces""cent",a.,,,
"GLAUCIC
","Glau""cic",a.,,,
"GLAUCINE
","Glau""cine",,,,
"GLAUCINE
","Glau""cine",n.,,,
"GLAUCODOT
","Glau""co*dot",n.,,,
"GLAUCOMA
","Glau*co""ma",n.,,,
"GLAUCOMATOUS
","Glau*co""ma*tous",,,,
"GLAUCOMETER
","Glau*com""e*ter",,,,
"GLAUCONITE
","Glau""co*nite",n.,,,
"GLAUCOPHANE
","Glau""co*phane",n.,,,
"GLAUCOSIS
","Glau*co""sis",n.,,,
"GLAUCOUS
","Glau""cous",a.,,,
"GLAUCUS
","Glau""cus",n.,,,
"GLAUM
",Glaum,v.,,,
"GLAVE
",Glave,,,,
"GLAVER
","Glav""er",v.,,,
"GLAVERER
","Glav""er*er",,,,
"GLAYMORE
","Glay""more`",,,,
"GLAZE
",Glaze,v.,,,
"GLAZE
",Glaze,v.,,,
"GLAZE
",Glaze,,,,
"GLAZEN
","Glaz""en",a.,,,
"GLAZER
","Glaz""er",,,,
"GLAZIER
","Gla""zier",n.,,,
"GLAZING
","Glaz""ing",,,,
"GLAZY
","Glaz""y",,,,
"GLEAD
",Glead,,,,
"GLEAM
",Gleam,v.,,,
"GLEAM
",Gleam,n.,,,
"GLEAM
",Gleam,v.,,,
"GLEAM
",Gleam,v.,,,
"GLEAMY
","Gleam""y",,,,
"GLEAN
",Glean,v.,,,
"GLEAN
",Glean,v.,,,
"GLEAN
",Glean,,,,
"GLEAN
",Glean,,,,
"GLEANER
","Glean""er",,,,
"GLEANING
","Glean""ing",,,,
"GLEBA
","Gle""ba",,,,
"GLEBE
",Glebe,n.,,,
"GLEBELESS
","Glebe""less",,,,
"GLEBOSITY
","Gle*bos""i*ty",,,,
"GLEBOUS; GLEBY
","Gleb""ous",a.,,,
"GLEDE
",Glede,n.,,,
"GLEDE
",Glede,n.,,,
"GLEE
",Glee,n.,,,
"GLEE CLUB
",,,,,
"GLEED
",Gleed,n.,,,
"GLEEFUL
","Glee""ful",,,,
"GLEEK
",Gleek,n.,,,
"GLEEK
",Gleek,v.,,,
"GLEEK
",Gleek,n.,,,
"GLEEMAN
","Glee""man",,,,
"GLEEN
",Gleen,v.,,,
"GLEESOME
","Glee""some",,,,
"GLEET
",Gleet,n.,,,
"GLEET
",Gleet,v.,,,
"GLEETY
","Gleet""y",,,,
"GLEG
",Gleg,a.,,,
"GLEIRE; GLEYRE
",Gleire,,,,
"GLEN
",Glen,n.,,,
"GLENGARRY; GLENGARRY BONNET
","Glen*gar""ry",,,,
"GLENLIVAT; GLENLIVET
","Glen*liv""at",,,,
"GLENOID
","Gle""noid",a.,,,
"GLENOIDAL
","Gle*noid""al",a.,,,
"GLENT
",Glent,n.,,,
"GLEUCOMETER
","Gleu*com""e*ter",n.,,,
"GLEW
",Glew,,,,
"GLEY
",Gley,v.,,,
"GLEY
",Gley,,,,
"GLIADIN
","Gli""a*din",n.,,,
"GLIB
",Glib,a.,,,
"GLIB
",Glib,v.,,,
"GLIB
",Glib,n.,,,
"GLIB
",Glib,v.,,,
"GLIBBERY
","Glib""ber*y",,,,
"GLIBLY
","Glib""ly",,,,
"GLIBNESS
","Glib""ness",,,,
"GLICKE
",Glicke,n.,,,
"GLIDDEN
","Glid""den",,,,
"GLIDDER; GLIDDERY
","Glid""der",a.,,,
"GLIDE
",Glide,n.,,,
"GLIDE
",Glide,v.,,,
"GLIDE
",Glide,,,,
"GLIDEN
","Glid""en",,,,
"GLIDER
","Glid""er",,,,
"GLIDING ANGLE
",,,,,
"GLIDINGLY
","Glid""ing*ly",,,,
"GLIDING MACHINE
",,,,,
"GLIFF
",Gliff,n.,,,
"GLIKE
",Glike,n.,,,
"GLIM
",Glim,,,,
"GLIMMER
","Glim""mer",v.,,,
"GLIMMER
","Glim""mer",,,,
"GLIMMERING
","Glim""mer*ing",,,,
"GLIMPSE
",Glimpse,n.,,,
"GLIMPSE
",Glimpse,v.,,,
"GLIMPSE
",Glimpse,v.,,,
"GLINT
",Glint,n.,,,
"GLINT
",Glint,v.,,,
"GLINT
",Glint,v.,,,
"GLIOMA
","Gli*o""ma",n.,,,
"GLIRES
","Gli""res",n.,,,
"GLISSADE
","Glis`sade""",n.,,,
"GLISSANDO
","Glis*san""do",a.,,,
"GLISSETTE
","Glis*sette""",n.,,,
"GLIST
",Glist,n.,,,
"GLISTEN
","Glis""ten",v.,,,
"GLISTER
","Glis""ter",v.,,,
"GLISTER
","Glis""ter",,,,
"GLISTER
","Glis""ter",n.,,,
"GLISTERINGLY
","Glis""ter*ing*ly",,,,
"GLITTER
","Glit""ter",v.,,,
"GLITTER
","Glit""ter",,,,
"GLITTERAND
","Glit""ter*and",,,,
"GLITTERINGLY
","Glit""ter*ing*ly",,,,
"GLOAM
",Gloam,v.,,,
"GLOAM
",Gloam,,,,
"GLOAMING
","Gloam""ing",n.,,,
"GLOAR
",Gloar,v.,,,
"GLOAT
",Gloat,v.,,,
"GLOBARD
","Glo""bard",n.,,,
"GLOBATE; GLOBATED
","Glo""bate",a.,,,
"GLOBE
",Globe,n.,,,
"GLOBE
",Globe,v.,,,
"GLOBEFISH
","Globe""fish`",n.,,,
"GLOBEFLOWER
","Globe""flow`er",n.,,,
"GLOBE-SHAPED
","Globe""-shaped`",,,,
"GLOBIFEROUS
","Glo*bif""er*ous",a.,,,
"GLOBIGERINA
","Glo*big`e*ri""na",,,,
"GLOBOSE
","Glo*bose""",a.,,,
"GLOBOSELY
","Glo*bose""ly",,,,
"GLOBOSITY
","Glo*bos""i*ty",n.,,,
"GLOBOUS
","Glo""bous",a.,,,
"GLOBULAR
","Glob""u*lar",a.,,,
"GLOBULARITY
","Glob`u*lar""i*ty",,,,
"GLOBULARLY
","Glob""u*lar*ly",,,,
"GLOBULARNESS
","Glob""u*lar*ness",,,,
"GLOBULE
","Glob""ule",n.,,,
"GLOBULET
","Glob""u*let",,,,
"GLOBULIFEROUS
","Glob`u*lif""er*ous",a.,,,
"GLOBULIMETER
","Glob`u*lim""e*ter",n.,,,
"GLOBULIN
","Glob""u*lin",n.,,,
"GLOBULITE
","Glob""u*lite",n.,,,
"GLOBULOUS
","Glob""u*lous",a.,,,
"GLOBY
","Glob""y",,,,
"GLOCHIDIATE
","Glo*chid""i*ate",a.,,,
"GLOCHIDIUM
","Glo*chid""i*um",,,,
"GLOCKENSPIEL
","Glock""en*spiel`",n.,,,
"GLODE
",Glode,,,,
"GLOMBE; GLOME
",Glombe,v.,,,
"GLOME
",Glome,,,,
"GLOME
",Glome,n.,,,
"GLOMERATE
","Glom""er*ate",a.,,,
"GLOMERATE
","Glom""er*ate",v.,,,
"GLOMERATION
","Glom`er*a""tion",n.,,,
"GLOMEROUS
","Glom""er*ous",a.,,,
"GLOMERULE
","Glom""er*ule",n.,,,
"GLOMERULUS
","Glo*mer""u*lus",,,,
"GLOMULIFEROUS
","Glom`u*lif""er*ous",a.,,,
"GLONOIN; GLONOINE
",,n.,,,
"GLOOM
",,n.,,,
"GLOOM
",Gloom,v.,,,
"GLOOM
",Gloom,v.,,,
"GLOOMILY
","Gloom""i*ly",,,,
"GLOOMINESS
","Gloom""i*ness",,,,
"GLOOMING
","Gloom""ing",n.,,,
"GLOOMTH
",Gloomth,,,,
"GLOOMY
","Gloom""y",a.,,,
"GLOPPEN
","Glop""pen",v.,,,
"GLORE
",Glore,v.,,,
"GLORIA
","Glo""ri*a",n.,,,
"GLORIATION
","Glo`ri*a""tion",n.,,,
"GLORIED
","Glo""ried",a.,,,
"GLORIFICATION
","Glo`ri*fi*ca""tion",n.,,,
"GLORIFY
","Glo""ri*fy",v.,,,
"GLORIOLE
","Glo""ri*ole",n.,,,
"GLORIOSA
","Glo`ri*o""sa",n.,,,
"GLORIOSER
","Glo`ri*o""ser",n.,,,
"GLORIOSO
","Glo`ri*o""so",n.,,,
"GLORIOUS
","Glo""ri*ous",a.,,,
"GLORY
","Glo""ry",n.,,,
"GLORY
","Glo""ry",v.,,,
"GLOSE
",Glose,n.,,,
"GLOSER
","Glos""er",,,,
"GLOSS
",Gloss,n.,,,
"GLOSS
",Gloss,v.,,,
"GLOSS
",Gloss,n.,,,
"GLOSS
",Gloss,v.,,,
"GLOSS
",Gloss,v.,,,
"GLOSSA
","Glos""sa",,,,
"GLOSSAL
","Glos""sal",,,,
"GLOSSANTHRAX
","Glos*san""thrax",n.,,,
"GLOSSARIAL
","Glos*sa""ri*al",,,,
"GLOSSARIALLY
","Glos*sa""ri*al*ly",,,,
"GLOSSARIST
","Glos""sa*rist",,,,
"GLOSSARY
","Glos""sa*ry",,,,
"GLOSSATA
","Glos*sa""ta",n.,,,
"GLOSSATOR
","Glos*sa""tor",n.,,,
"GLOSSER
","Gloss""er",n.,,,
"GLOSSER
","Gloss""er",n.,,,
"GLOSSIC
","Glos""sic",n.,,,
"GLOSSILY
","Gloss""i*ly",,,,
"GLOSSINESS
","Gloss""i*ness",n.,,,
"GLOSSIST
","Gloss""ist",,,,
"GLOSSITIS
","Glos*si""tis",n.,,,
"GLOSSLY
","Gloss""ly",,,,
"GLOSSOCOMON
","Glos*soc""o*mon",,,,
"GLOSSOEPIGLOTTIC
","Glos`so*ep`i*glot""tic",a.,,,
"GLOSSOGRAPHER
","Glos""sog""ra*pher",n.,,,
"GLOSSOGRAPHICAL
","Glos`so*graph""ic*al",,,,
"GLOSSOGRAPHY
","Glos""sog""ra*phy",n.,,,
"GLOSSOHYAL
","Glos`so*hy""al",a.,,,
"GLOSSOLALIA; GLOSSOLALY
","Glos`so*la""li*a",n.,,,
"GLOSSOLOGICAL
","Glos`so*log""ic*al",,,,
"GLOSSOLOGIST
","Glos*sol""o*gist",,,,
"GLOSSOLOGY
","Glos*sol""o*gy",n.,,,
"GLOSSOPHARYNGEAL
","Glos`so*phar`yn*ge""al",a.,,,
"GLOSSY
","Gloss""y",a.,,,
"GLOST OVEN
",,,,,
"GLOTTAL
","Glot""tal",,,,
"GLOTTIC; GLOTTIDEAN
","Glot""tic",,,,
"GLOTTIS
","Glot""tis",n.,,,
"GLOTTOLOGICAL
","Glot`to*log""ic*al",,,,
"GLOTTOLOGIST
","Glot*tol""o*gist",,,,
"GLOTTOLOGY
","Glot*tol""o*gy",n.,,,
"GLOUT
",Glout,v.,,,
"GLOUT
",Glout,v.,,,
"GLOVE
",Glove,n.,,,
"GLOVE
",Glove,v.,,,
"GLOVER
","Glov""er",,,,
"GLOW
",Glow,v.,,,
"GLOW
",Glow,v.,,,
"GLOW
",Glow,,,,
"GLOWBARD
","Glow""bard",n.,,,
"GLOWER
","Glow""er",v.,,,
"GLOWINGLY
","Glow""ing*ly",,,,
"GLOWLAMP
","Glow""lamp`",,,,
"GLOWWORM
","Glow""worm`",n.,,,
"GLOXINIA
","Glox*in""i*a",n.,,,
"GLOZE
",Gloze,v.,,,
"GLOZE
",Gloze,v.,,,
"GLOZE
",Gloze,,,,
"GLOZER
","Gloz""er",,,,
"GLUCIC
","Glu""cic",a.,,,
"GLUCINA
","Glu*ci""na",n.,,,
"GLUCINIC
","Glu*cin""ic",a.,,,
"GLUCINUM
","Glu*ci""num",n.,,,
"GLUCOGEN
","Glu""co*gen",n.,,,
"GLUCOGENESIS
","Glu`co*gen""e*sis",,,,
"GLUCONIC
","Glu*con""ic",,,,
"GLUCOSE
","Glu""cose`",n.,,,
"GLUCOSIDE
","Glu""co*side",n.,,,
"GLUCOSURIA
","Glu`co*su""ri*a",n.,,,
"GLUE
",Glue,n.,,,
"GLUE
",Glue,v.,,,
"GLUEPOT
","Glue""pot`",,,,
"GLUER
","Glu""er",,,,
"GLUEY
","Glu""ey",,,,
"GLUEYNESS
","Glu""ey*ness",,,,
"GLUISH
","Glu""ish",,,,
"GLUM
",Glum,n.,,,
"GLUM
",Glum,,,,
"GLUM
",Glum,v.,,,
"GLUMACEOUS
","Glu*ma""ceous",a.,,,
"GLUMAL
","Glu""mal",a.,,,
"GLUME
",Glume,n.,,,
"GLUMELLA; GLUMELLE
","Glu*mel""la",n.,,,
"GLUMLY
","Glum""ly",,,,
"GLUMMY
","Glum""my",a.,,,
"GLUMNESS
","Glum""ness",,,,
"GLUMP
",Glump,v.,,,
"GLUMPY
","Glump""y",,,,
"GLUNCH
",Glunch,a.,,,
"GLUT
",Glut,v.,,,
"GLUT
",Glut,v.,,,
"GLUT
",Glut,,,,
"GLUTACONIC
","Glu`ta*con""ic",a.,,,
"GLUTAEUS
","Glu*tæ""us",n.,,,
"GLUTAMIC
","Glu*tam""ic",a.,,,
"GLUTARIC
","Glu*tar""ic",a.,,,
"GLUTAZINE
","Glu""ta*zine",n.,,,
"GLUTEAL
","Glu""te*al",a.,,,
"GLUTEN
","Glu""ten",n.,,,
"GLUTEUS
","Glu*te""us",n.,,,
"GLUTIN
","Glu""tin",n.,,,
"GLUTINATE
","Glu""ti*nate",v.,,,
"GLUTINATION
","Glu`ti*na""tion",n.,,,
"GLUTINATIVE
","Glu""ti*na*tive",a.,,,
"GLUTINOSITY
","Glu`ti*nos""i*ty",n.,,,
"GLUTINOUS
","Glu""ti*nous",a.,,,
"GLUTINOUSNESS
","Glu""ti*nous*ness",,,,
"GLUTTON
","Glut""ton",n.,,,
"GLUTTON
","Glut""ton",,,,
"GLUTTON
","Glut""ton",v.,,,
"GLUTTONISH
","Glut""ton*ish",,,,
"GLUTTONIZE
","Glut""ton*ize",v.,,,
"GLUTTONOUS
","Glut""ton*ous",,,,
"GLUTTONY
","Glut""ton*y",,,,
"GLYCERATE
","Glyc""er*ate",n.,,,
"GLYCERIC
","Gly*cer""ic",a.,,,
"GLYCERIDE
","Glyc""er*ide",n.,,,
"GLYCERIN; GLYCERINE
","Glyc""er*in",n.,,,
"GLYCERITE
","Glyc""er*ite",n.,,,
"GLYCEROL
","Glyc""er*ol",n.,,,
"GLYCEROLE
","Glyc""er*ole",n.,,,
"GLYCERYL
","Glyc""er*yl",n.,,,
"GLYCIDE
","Glyc""ide",n.,,,
"GLYCIDIC
","Gly*cid""ic",a.,,,
"GLYCIN
","Gly""cin",n.,,,
"GLYCOCHOLATE
","Gly`co*cho""late",n.,,,
"GLYCOCHOLIC
","Gly`co*chol""ic",a.,,,
"GLYCOCIN
","Gly""co*cin",n.,,,
"GLYCOCOLL
","Gly""co*coll",n.,,,
"GLYCOGEN
","Gly""co*gen",n.,,,
"GLYCOGENIC
","Gly`co*gen""ic",,,,
"GLYCOGENY; GLYCOGENESIS
","Gly*cog""e*ny",n.,,,
"GLYCOL
","Gly""col",n.,,,
"GLYCOLIC
","Gly*col""ic",a.,,,
"GLYCOLIDE
","Gly""co*lide",n.,,,
"GLYCOLURIC
","Gly`co*lu""ric",a.,,,
"GLYCOLURIL
","Gly`co*lu""ril",n.,,,
"GLYCOLYL
","Gly""co*lyl",n.,,,
"GLYCONIAN
","Gly*co""ni*an",a.,,,
"GLYCONIC
","Gly*con""ic",a.,,,
"GLYCONIN
","Gly""co*nin",,,,
"GLYCOSE
","Gly""cose",n.,,,
"GLYCOSINE
","Gly""co*sine",n.,,,
"GLYCOSOMETER
","Gly`co*som""e*ter",n.,,,
"GLYCOSURIA
","Gly`co*su""ri*a",n.,,,
"GLYCYRRHIZA
","Glyc`yr*rhi""za",n.,,,
"GLYCYRRHIZIMIC
","Glyc`yr*rhi*zim""ic",a.,,,
"GLYCYRRHIZIN
","Gly*cyr""rhi*zin",n.,,,
"GLYN; GLYNNE
",Glyn,,,,
"GLYOXAL
","Gly*ox""al",n.,,,
"GLYOXALIC
","Gly`ox*al""ic",a.,,,
"GLYOXALINE
","Gly*ox""a*line",n.,,,
"GLYOXIME
","Gly*ox""ime",n.,,,
"GLYPH
",Glyph,n.,,,
"GLYPHIC
","Glyph""ic",a.,,,
"GLYPHOGRAPH
","Glyph""o*graph",,,,
"GLYPHOGRAPHIC
","Glyph`o*graph""ic",,,,
"GLYPHOGRAPHY
","Gly*phog""ra*phy",n.,,,
"GLYPTIC
","Glyp""tic",a.,,,
"GLYPTICS
","Glyp""tics",n.,,,
"GLYPTODON
","Glyp""to*don",n.,,,
"GLYPTODONT
","Glyp""to*dont",n.,,,
"GLYPTOGRAPHIC
","Glyp`to*graph""ic",a.,,,
"GLYPTOGRAPHY
","Glyp*tog""ra*phy",n.,,,
"GLYPTOTHECA
","Glyp`to*the""ca",n.,,,
"GLYSTER
","Glys""ter",n.,,,
"GMELINITE
","Gmel""in*ite",n.,,,
"GNAPHALIUM
","Gna*pha""li*um",n.,,,
"GNAR
",Gnar,n.,,,
"GNAR
",Gnar,v.,,,
"GNARL
",Gnarl,v.,,,
"GNARL
",Gnarl,n.,,,
"GNARLED
",Gnarled,,,,
"GNARLY
","Gnarl""y",,,,
"GNASH
",Gnash,v.,,,
"GNASH
",Gnash,v.,,,
"GNASHINGLY
","Gnash""ing*ly",,,,
"GNAT
",Gnat,n.,,,
"GNATHIC
","Gnath""ic",a.,,,
"GNATHIDIUM
","Gna*thid""i*um",,,,
"GNATHITE
","Gnath""ite",n.,,,
"GNATHONIC; GNATHONICAL
","Gna*thon""ic",a.,,,
"GNATHOPOD
","Gnath""o*pod",n.,,,
"GNATHOPODITE
","Gna*thop""o*dite",n.,,,
"GNATHOSTEGITE
","Gna*thos""te*gite",n.,,,
"GNATHOSTOMA
","Gna*thos""to*ma",n.,,,
"GNATHOTHECA
","Gnath`o*the""ca",,,,
"GNATLING
","Gnat""ling",n.,,,
"GNATWORM
","Gnat""worm`",n.,,,
"GNAW
",Gnaw,v.,,,
"GNAW
",Gnaw,v.,,,
"GNAWER
","Gnaw""er",,,,
"GNEISS
",Gneiss,n.,,,
"GNEISSIC
","Gneis""sic",,,,
"GNEISSOID
","Gneis""soid",a.,,,
"GNEISSOSE
","Gneis""sose`",,,,
"GNEW
",Gnew,,,,
"GNIDE
",,v.,,,
"GNOF
",Gnof,,,,
"GNOME
",Gnome,n.,,,
"GNOMIC; GNOMICAL
","Gnom""ic",a.,,,
"GNOMICAL
","Gnom""ic*al",a.,,,
"GNOMICALLY
","Gnom""ic*al*ly",,,,
"GNOMOLOGIC; GNOMOLOGICAL
","Gno`mo*log""ic",a.,,,
"GNOMOLOGY
","Gno*mol""o*gy",n.,,,
"GNOMON
","Gno""mon",n.,,,
"GNOMONIC; GNOMONICAL
","Gno*mon""ic",a.,,,
"GNOMONICALLY
","Gno*mon""ic*al*ly",,,,
"GNOMONICS
","Gno*mon""ics",n.,,,
"GNOMONIST
","Gno""mon*ist",,,,
"GNOMONOLOGY
","Gno`mon*ol""o*gy",n.,,,
"GNOSCOPINE
","Gnos""co*pine",n.,,,
"GNOSIS
","Gno""sis",n.,,,
"GNOSTIC
","Gnos""tic",,,,
"GNOSTIC
","Gnos""tic",n.,,,
"GNOSTICISM
","Gnos""ti*cism",,,,
"GNOW
",Gnow,,,,
"GNU
",Gnu,n.,,,
"GO
",Go,,,,
"GO
",Go,v.,,,
"GO
",Go,v.,,,
"GO
",Go,,,,
"GOA
","Go""a",n.,,,
"GOAD
",Goad,n.,,,
"GOAD
",Goad,v.,,,
"GOAF
",,,,,
"GOAL
",Goal,n.,,,
"GOA POWDER
",,,,,
"GOAR
",Goar,,,,
"GOARISH
","Goar""ish",,,,
"GOAT
",Goat,n.,,,
"GOATEE
","Goat`ee""",,,,
"GOATFISH
","Goat""fish`",n.,,,
"GOATHERD
","Goat""herd`",,,,
"GOATISH
","Goat""ish",,,,
"GOATLIKE
","Goat""like`",,,,
"GOATSKIN
","Goat""skin`",,,,
"GOATSUCKER
","Goat""suck`er",n.,,,
"GOAVES
",Goaves,n.,,,
"GOB
",Gob,n.,,,
"GOB
",Gob,n.,,,
"GOBANG
","Go*bang""",n.,,,
"GOBBET
","Gob""bet",n.,,,
"GOBBET
","Gob""bet",v.,,,
"GOBBETLY
","Gob""bet*ly",,,,
"GOBBING
","Gob""bing",n.,,,
"GOBBLE
","Gob""ble",v.,,,
"GOBBLE
","Gob""ble",v.,,,
"GOBBLE
","Gob""ble",,,,
"GOBBLER
","Gob""bler",,,,
"GOBELIN
","Gob""e*lin",,,,
"GOBEMOUCHE
","Gobe`mouche""",n.,,,
"GOBET
","Gob""et",,,,
"GO-BETWEEN
","Go""-be*tween`",,,,
"GOBIOID
","Go""bi*oid",a.,,,
"GOBLET
","Gob""let",n.,,,
"GOBLIN
","Gob""lin",n.,,,
"GOBLINE
","Gob""line`",n.,,,
"GOBLINIZE
","Gob""lin*ize",v.,,,
"GOBSTICK
","Gob""stick`",n.,,,
"GOBY
","Go""by",,,,
"GO-BY
","Go""-by`",,,,
"GOCART
","Go""cart`",,,,
